"county"	"party"	"votes"	"p"
"delaware,sussex"	"Democrat"	40299	0.00031137106836367
"florida,alachua"	"Democrat"	75565	0.000583854556711103
"florida,baker"	"Democrat"	2327	1.79796142852741e-05
"florida,bay"	"Democrat"	23653	0.00018275540038229
"florida,bradford"	"Democrat"	3430	2.65019669095359e-05
"florida,brevard"	"Democrat"	127620	0.000986058605537894
"florida,broward"	"Democrat"	492640	0.00380639328813813
"florida,calhoun"	"Democrat"	1821	1.40699946770452e-05
"florida,charlotte"	"Democrat"	39031	0.000301573839780203
"florida,citrus"	"Democrat"	31460	0.000243076349555102
"florida,clay"	"Democrat"	26697	0.000206274930199382
"florida,collier"	"Democrat"	54450	0.000420709066537677
"florida,columbia"	"Democrat"	9171	7.08599237689079e-05
"florida,de soto"	"Democrat"	4383	3.38653413890659e-05
"florida,dixie"	"Democrat"	1925	1.48735528573926e-05
"florida,duval"	"Democrat"	202618	0.00156553222486191
"florida,escambia"	"Democrat"	61572	0.000475737348849547
"florida,flagler"	"Democrat"	24726	0.000191045957377605
"florida,franklin"	"Democrat"	2134	1.64883957390524e-05
"florida,gadsden"	"Democrat"	15582	0.000120394649674749
"florida,gilchrist"	"Democrat"	1996	1.54221358458991e-05
"florida,glades"	"Democrat"	1381	1.06703254524983e-05
"florida,gulf"	"Democrat"	2149	1.66042935535256e-05
"florida,hamilton"	"Democrat"	2364	1.82654955609746e-05
"florida,hardee"	"Democrat"	2568	1.984170583781e-05
"florida,hendry"	"Democrat"	4998	3.86171517824667e-05
"florida,hernando"	"Democrat"	41886	0.000323633057134934
"florida,highlands"	"Democrat"	18135	0.000140120457698086
"florida,hillsborough"	"Democrat"	272963	0.00210905434213634
"florida,holmes"	"Democrat"	1446	1.11725493152154e-05
"florida,indian river"	"Democrat"	29710	0.000229554937866564
"florida,jackson"	"Democrat"	7671	5.9270142321589e-05
"florida,jefferson"	"Democrat"	4088	3.15860177044265e-05
"florida,lafayette"	"Democrat"	642	4.9604264594525e-06
"florida,lake"	"Democrat"	62948	0.000486369041697221
"florida,lee"	"Democrat"	119701	0.000924872286017015
"florida,leon"	"Democrat"	91747	0.00070888511896478
"florida,levy"	"Democrat"	6711	5.18526821953049e-05
"florida,liberty"	"Democrat"	895	6.91523626356696e-06
"florida,madison"	"Democrat"	4270	3.29922445200345e-05
"florida,manatee"	"Democrat"	70034	0.000541119169254356
"florida,marion"	"Democrat"	70839	0.000547339018631084
"florida,martin"	"Democrat"	33508	0.000258900264491175
"florida,dade"	"Democrat"	499831	0.00386195470039658
"florida,monroe"	"Democrat"	20907	0.000161538373812731
"florida,nassau"	"Democrat"	10618	8.20401996050882e-05
"florida,okaloosa:main"	"Democrat"	25872	0.000199900550403357
"florida,okeechobee"	"Democrat"	5108	3.94670690886034e-05
"florida,orange"	"Democrat"	273009	0.00210940976210073
"florida,osceola"	"Democrat"	59962	0.000463297650096092
"florida,palm beach"	"Democrat"	361271	0.0027913679555029
"florida,pasco"	"Democrat"	102417	0.000791327097660042
"florida,pinellas"	"Democrat"	248299	0.00191848742905856
"florida,polk"	"Democrat"	113865	0.00087978030966598
"florida,putnam"	"Democrat"	13236	0.000102268231491142
"florida,santa rosa"	"Democrat"	19470	0.0001504353631862
"florida,sarasota"	"Democrat"	102686	0.000793405531799594
"florida,seminole"	"Democrat"	99335	0.000767513960046284
"florida,st johns"	"Democrat"	35791	0.000276539911853994
"florida,st lucie"	"Democrat"	67125	0.000518642719767522
"florida,sumter"	"Democrat"	17655	0.000136411727634944
"florida,suwannee"	"Democrat"	4916	3.79835770633466e-05
"florida,taylor"	"Democrat"	2803	2.16574382645566e-05
"florida,union"	"Democrat"	1300	1.00444772543431e-05
"florida,volusia"	"Democrat"	127795	0.000987410746706748
"florida,wakulla"	"Democrat"	5311	4.10355528444739e-05
"florida,walton"	"Democrat"	7174	5.5430061402044e-05
"florida,washington"	"Democrat"	2863	2.21210295224494e-05
"georgia,appling"	"Democrat"	1846	1.42631577011672e-05
"georgia,atkinson"	"Democrat"	938	7.24747666505677e-06
"georgia,bacon"	"Democrat"	817	6.31256762830638e-06
"georgia,baker"	"Democrat"	846	6.53663673628787e-06
"georgia,baldwin"	"Democrat"	8587	6.63476355254184e-05
"georgia,banks"	"Democrat"	1027	7.93513703093103e-06
"georgia,barrow"	"Democrat"	6657	5.14354500632014e-05
"georgia,bartow"	"Democrat"	9662	7.46536455626636e-05
"georgia,ben hill"	"Democrat"	2590	2.00116892990373e-05
"georgia,berrien"	"Democrat"	1471	1.13657123393374e-05
"georgia,bibb"	"Democrat"	38987	0.000301233872857749
"georgia,bleckley"	"Democrat"	1380	1.06625989315334e-05
"georgia,brantley"	"Democrat"	1119	8.64597695969992e-06
"georgia,brooks"	"Democrat"	2669	2.06220844552628e-05
"georgia,bryan"	"Democrat"	3636	2.80936302283011e-05
"georgia,bulloch"	"Democrat"	9586	7.40664299693328e-05
"georgia,burke"	"Democrat"	5233	4.04328842092133e-05
"georgia,butts"	"Democrat"	3065	2.3681786757355e-05
"georgia,calhoun"	"Democrat"	1342	1.0368991134868e-05
"georgia,camden"	"Democrat"	6482	5.00833088943475e-05
"georgia,candler"	"Democrat"	1209	9.34136384653905e-06
"georgia,carroll"	"Democrat"	14334	0.00011075195151058
"georgia,catoosa"	"Democrat"	6025	4.65522888133977e-05
"georgia,charlton"	"Democrat"	1197	9.2486455949605e-06
"georgia,chatham"	"Democrat"	62755	0.000484877823150999
"georgia,chattahoochee"	"Democrat"	830	6.4130124008498e-06
"georgia,chattooga"	"Democrat"	2596	2.00580484248266e-05
"georgia,cherokee"	"Democrat"	22350	0.000172687743565052
"georgia,clarke"	"Democrat"	29591	0.000228635481871743
"georgia,clay"	"Democrat"	879	6.79161192812889e-06
"georgia,clayton"	"Democrat"	82527	0.000637646595668593
"georgia,clinch"	"Democrat"	989	7.64152923426561e-06
"georgia,cobb"	"Democrat"	141216	0.00109110838457639
"georgia,coffee"	"Democrat"	4811	3.71722923620342e-05
"georgia,colquitt"	"Democrat"	4139	3.19800702736354e-05
"georgia,columbia"	"Democrat"	15703	0.000121329558711499
"georgia,cook"	"Democrat"	2075	1.60325310021245e-05
"georgia,coweta"	"Democrat"	15521	0.000119923331895891
"georgia,crawford"	"Democrat"	1832	1.41549864076588e-05
"georgia,crisp"	"Democrat"	3085	2.38363171766526e-05
"georgia,dade"	"Democrat"	1612	1.24551517953854e-05
"georgia,dawson"	"Democrat"	1632	1.2609682214683e-05
"georgia,decatur"	"Democrat"	4424	3.4182128748626e-05
"georgia,de kalb"	"Democrat"	254594	0.00196712587853248
"georgia,dodge"	"Democrat"	2595	2.00503219038617e-05
"georgia,dooly"	"Democrat"	2138	1.65193018229119e-05
"georgia,dougherty"	"Democrat"	26135	0.00020193262541712
"georgia,douglas"	"Democrat"	27825	0.000214990445847766
"georgia,early"	"Democrat"	2603	2.01121340715808e-05
"georgia,echols"	"Democrat"	201	1.55303071394074e-06
"georgia,effingham"	"Democrat"	4936	3.81381074826441e-05
"georgia,elbert"	"Democrat"	3366	2.60074695677837e-05
"georgia,emanuel"	"Democrat"	3068	2.37049663202496e-05
"georgia,evans"	"Democrat"	1374	1.06162398057441e-05
"georgia,fannin"	"Democrat"	2611	2.01739462392998e-05
"georgia,fayette"	"Democrat"	20313	0.000156948820359593
"georgia,floyd"	"Democrat"	10691	8.26042356355244e-05
"georgia,forsyth"	"Democrat"	15406	0.00011903478198493
"georgia,franklin"	"Democrat"	1914	1.4788561126779e-05
"georgia,fulton"	"Democrat"	272000	0.00210161370244717
"georgia,gilmer"	"Democrat"	2614	2.01971258021945e-05
"georgia,glascock"	"Democrat"	210	1.62256940262465e-06
"georgia,glynn"	"Democrat"	12676	9.79413797508098e-05
"georgia,gordon"	"Democrat"	4268	3.29767914781048e-05
"georgia,grady"	"Democrat"	3539	2.73441576947078e-05
"georgia,greene"	"Democrat"	3339	2.57988535017319e-05
"georgia,gwinnett"	"Democrat"	129025	0.00099691436749355
"georgia,habersham"	"Democrat"	2900	2.24069107981499e-05
"georgia,hall"	"Democrat"	14457	0.00011170231358926
"georgia,hancock"	"Democrat"	3535	2.73132516108483e-05
"georgia,haralson"	"Democrat"	2248	1.73692191290486e-05
"georgia,harris"	"Democrat"	4184	3.23277637170549e-05
"georgia,hart"	"Democrat"	3365	2.59997430468188e-05
"georgia,heard"	"Democrat"	1042	8.05103484540421e-06
"georgia,henry"	"Democrat"	40567	0.000313441775982258
"georgia,houston"	"Democrat"	22094	0.000170709754198043
"georgia,irwin"	"Democrat"	1197	9.2486455949605e-06
"georgia,jackson"	"Democrat"	4950	3.82462787761525e-05
"georgia,jasper"	"Democrat"	1935	1.49508180670414e-05
"georgia,jeff davis"	"Democrat"	1356	1.04771624283763e-05
"georgia,jefferson"	"Democrat"	4149	3.20573354832842e-05
"georgia,jenkins"	"Democrat"	1482	1.14507040699511e-05
"georgia,johnson"	"Democrat"	1198	9.25637211592538e-06
"georgia,jones"	"Democrat"	4572	3.53256538514281e-05
"georgia,lamar"	"Democrat"	2752	2.12633856953478e-05
"georgia,lanier"	"Democrat"	1062	8.2055652647018e-06
"georgia,laurens"	"Democrat"	7769	6.00273413761472e-05
"georgia,lee"	"Democrat"	3100	2.39522149911258e-05
"georgia,liberty"	"Democrat"	10474	8.09275805861456e-05
"georgia,lincoln"	"Democrat"	1650	1.27487595920508e-05
"georgia,long"	"Democrat"	1288	9.95175900276452e-06
"georgia,lowndes"	"Democrat"	17597	0.000135963589418981
"georgia,lumpkin"	"Democrat"	2586	1.99807832151778e-05
"georgia,macon"	"Democrat"	3251	2.51189196568226e-05
"georgia,madison"	"Democrat"	2965	2.29091346608671e-05
"georgia,marion"	"Democrat"	1381	1.06703254524983e-05
"georgia,mcduffie"	"Democrat"	3989	3.08210921289035e-05
"georgia,mcintosh"	"Democrat"	2905	2.24455434029743e-05
"georgia,meriwether"	"Democrat"	4465	3.4498916108186e-05
"georgia,miller"	"Democrat"	818	6.32029414927125e-06
"georgia,mitchell"	"Democrat"	3872	2.99170891760126e-05
"georgia,monroe"	"Democrat"	4106	3.17250950817943e-05
"georgia,montgomery"	"Democrat"	1045	8.07421440829885e-06
"georgia,morgan"	"Democrat"	3091	2.38826763024419e-05
"georgia,murray"	"Democrat"	3026	2.33804524397247e-05
"georgia,muscogee"	"Democrat"	44158	0.000341187712767139
"georgia,newton"	"Democrat"	20827	0.000160920252135541
"georgia,oconee"	"Democrat"	4825	3.72804636555425e-05
"georgia,oglethorpe"	"Democrat"	2232	1.72455947936106e-05
"georgia,paulding"	"Democrat"	17229	0.000133120229703905
"georgia,peach"	"Democrat"	5927	4.57950897588395e-05
"georgia,pickens"	"Democrat"	2595	2.00503219038617e-05
"georgia,pierce"	"Democrat"	1253	9.68133076899374e-06
"georgia,pike"	"Democrat"	1575	1.21692705196849e-05
"georgia,polk"	"Democrat"	4052	3.13078629496909e-05
"georgia,pulaski"	"Democrat"	1377	1.06394193686388e-05
"georgia,putnam"	"Democrat"	3102	2.39676680330555e-05
"georgia,quitman"	"Democrat"	597	4.61273301603293e-06
"georgia,rabun"	"Democrat"	2001	1.54607684507234e-05
"georgia,randolph"	"Democrat"	1833	1.41627129286237e-05
"georgia,richmond"	"Democrat"	52100	0.000402551742270211
"georgia,rockdale"	"Democrat"	20526	0.000158594569325112
"georgia,schley"	"Democrat"	479	3.70100354217718e-06
"georgia,screven"	"Democrat"	3024	2.3364999397795e-05
"georgia,seminole"	"Democrat"	1660	1.28260248016996e-05
"georgia,spalding"	"Democrat"	10141	7.83546491048408e-05
"georgia,stephens"	"Democrat"	2705	2.09002392099985e-05
"georgia,stewart"	"Democrat"	1305	1.00831098591675e-05
"georgia,sumter"	"Democrat"	6454	4.98669663073309e-05
"georgia,talbot"	"Democrat"	2369	1.8304128165799e-05
"georgia,taliaferro"	"Democrat"	643	4.96815298041738e-06
"georgia,tattnall"	"Democrat"	1932	1.49276385041468e-05
"georgia,taylor"	"Democrat"	1536	1.18679362020546e-05
"georgia,telfair"	"Democrat"	1862	1.43867820366052e-05
"georgia,terrell"	"Democrat"	2501	1.93240289331631e-05
"georgia,thomas"	"Democrat"	7720	5.96487418488681e-05
"georgia,tift"	"Democrat"	4749	3.66932480622117e-05
"georgia,toombs"	"Democrat"	2964	2.29014081399022e-05
"georgia,towns"	"Democrat"	1391	1.07475906621471e-05
"georgia,treutlen"	"Democrat"	1112	8.59189131294576e-06
"georgia,troup"	"Democrat"	10455	8.0780776687813e-05
"georgia,turner"	"Democrat"	1427	1.10257454168827e-05
"georgia,twiggs"	"Democrat"	2402	1.855910335764e-05
"georgia,union"	"Democrat"	2486	1.92081311186899e-05
"georgia,upson"	"Democrat"	4061	3.13774016383748e-05
"georgia,walker"	"Democrat"	6095	4.70931452809392e-05
"georgia,walton"	"Democrat"	8469	6.54359060515627e-05
"georgia,ware"	"Democrat"	4034	3.1168785572323e-05
"georgia,warren"	"Democrat"	1554	1.20070135794224e-05
"georgia,washington"	"Democrat"	4607	3.55960820851989e-05
"georgia,wayne"	"Democrat"	2858	2.2082396917625e-05
"georgia,webster"	"Democrat"	515	3.97915829691283e-06
"georgia,wheeler"	"Democrat"	794	6.13485764611415e-06
"georgia,white"	"Democrat"	2174	1.67974565776476e-05
"georgia,whitfield"	"Democrat"	8167	6.31024967201691e-05
"georgia,wilcox"	"Democrat"	978	7.55653750365194e-06
"georgia,wilkes"	"Democrat"	2315	1.78868960336955e-05
"georgia,wilkinson"	"Democrat"	2298	1.77555451772926e-05
"georgia,worth"	"Democrat"	2542	1.96408162927231e-05
"idaho,ada"	"Democrat"	82236	0.000635398178067813
"idaho,adams"	"Democrat"	728	5.62490726243212e-06
"idaho,bannock"	"Democrat"	14792	0.000114290698112494
"idaho,bear lake"	"Democrat"	502	3.8787135243694e-06
"idaho,benewah"	"Democrat"	1407	1.08712149975852e-05
"idaho,bingham"	"Democrat"	4424	3.4182128748626e-05
"idaho,blaine"	"Democrat"	6947	5.36761411430164e-05
"idaho,boise"	"Democrat"	1240	9.5808859964503e-06
"idaho,bonner"	"Democrat"	7840	6.05759243646536e-05
"idaho,bonneville"	"Democrat"	11417	8.82136898560268e-05
"idaho,boundary"	"Democrat"	1484	1.14661571118809e-05
"idaho,butte"	"Democrat"	318	2.45703366683161e-06
"idaho,camas"	"Democrat"	187	1.44485942043243e-06
"idaho,canyon"	"Democrat"	20147	0.000155666217879423
"idaho,caribou"	"Democrat"	553	4.27276609357824e-06
"idaho,cassia"	"Democrat"	1332	1.02917259252192e-05
"idaho,clark"	"Democrat"	64	4.94497341752274e-07
"idaho,clearwater"	"Democrat"	1211	9.35681688846881e-06
"idaho,custer"	"Democrat"	611	4.72090430954124e-06
"idaho,elmore"	"Democrat"	2591	2.00194158200022e-05
"idaho,franklin"	"Democrat"	600	4.63591257892757e-06
"idaho,fremont"	"Democrat"	1065	8.22874482759644e-06
"idaho,gem"	"Democrat"	2166	1.67356444099285e-05
"idaho,gooding"	"Democrat"	1489	1.15047897167053e-05
"idaho,idaho"	"Democrat"	2017	1.55843927861615e-05
"idaho,jefferson"	"Democrat"	1641	1.26792209033669e-05
"idaho,jerome"	"Democrat"	1794	1.38613786109934e-05
"idaho,kootenai"	"Democrat"	22120	0.00017091064374313
"idaho,latah"	"Democrat"	9195	7.1045360272065e-05
"idaho,lemhi"	"Democrat"	1061	8.19783874373692e-06
"idaho,lewis"	"Democrat"	479	3.70100354217718e-06
"idaho,lincoln"	"Democrat"	545	4.21095392585921e-06
"idaho,madison"	"Democrat"	1627	1.25710496098586e-05
"idaho,minidoka"	"Democrat"	1630	1.25942291727532e-05
"idaho,nez perce"	"Democrat"	7123	5.50360088328351e-05
"idaho,oneida"	"Democrat"	381	2.94380448761901e-06
"idaho,owyhee"	"Democrat"	944	7.29383579084604e-06
"idaho,payette"	"Democrat"	2415	1.86595481301835e-05
"idaho,power"	"Democrat"	1027	7.93513703093103e-06
"idaho,shoshone"	"Democrat"	2521	1.94785593524607e-05
"idaho,teton"	"Democrat"	2302	1.77864512611521e-05
"idaho,twin falls"	"Democrat"	8621	6.66103372382243e-05
"idaho,valley"	"Democrat"	2405	1.85822829205347e-05
"idaho,washington"	"Democrat"	1241	9.5886125174152e-06
"illinois,adams"	"Democrat"	11794	9.11265882597863e-05
"illinois,alexander"	"Democrat"	2189	1.69133543921208e-05
"illinois,bond"	"Democrat"	3843	2.96930200680311e-05
"illinois,boone"	"Democrat"	11333	8.7564662094977e-05
"illinois,brown"	"Democrat"	986	7.61834967137097e-06
"illinois,bureau"	"Democrat"	8889	6.8681044856812e-05
"illinois,calhoun"	"Democrat"	1423	1.09948393330232e-05
"illinois,carroll"	"Democrat"	3965	3.06356556257464e-05
"illinois,cass"	"Democrat"	2690	2.07843413955253e-05
"illinois,champaign"	"Democrat"	48597	0.000375485739330239
"illinois,christian"	"Democrat"	6918	5.34520720350349e-05
"illinois,clark"	"Democrat"	3742	2.89126414505783e-05
"illinois,clay"	"Democrat"	2425	1.87368133398323e-05
"illinois,clinton"	"Democrat"	7657	5.91619710280807e-05
"illinois,coles"	"Democrat"	11716	9.05239196245257e-05
"illinois,cook"	"Democrat"	1629024	0.0125866880882915
"illinois,crawford"	"Democrat"	3883	3.00020809066263e-05
"illinois,cumberland"	"Democrat"	2055	1.58780005828269e-05
"illinois,de witt"	"Democrat"	3308	2.55593313518207e-05
"illinois,de kalb"	"Democrat"	25784	0.000199220616558447
"illinois,douglas"	"Democrat"	3228	2.49412096746303e-05
"illinois,du page"	"Democrat"	228698	0.00176703989162596
"illinois,edgar"	"Democrat"	3743	2.89203679715432e-05
"illinois,edwards"	"Democrat"	1140	8.80823389996238e-06
"illinois,effingham"	"Democrat"	5262	4.06569533171948e-05
"illinois,fayette"	"Democrat"	3967	3.06511086676761e-05
"illinois,ford"	"Democrat"	2227	1.72069621887862e-05
"illinois,franklin"	"Democrat"	8880	6.8611506168128e-05
"illinois,fulton"	"Democrat"	9732	7.51945020302052e-05
"illinois,gallatin"	"Democrat"	1587	1.22619887712634e-05
"illinois,greene"	"Democrat"	2619	2.02357584070188e-05
"illinois,grundy"	"Democrat"	11063	8.54785014344595e-05
"illinois,hamilton"	"Democrat"	1796	1.38768316529232e-05
"illinois,hancock"	"Democrat"	4141	3.19955233155651e-05
"illinois,hardin"	"Democrat"	892	6.89205670067232e-06
"illinois,henderson"	"Democrat"	2215	1.71142439372076e-05
"illinois,henry"	"Democrat"	13181	0.000101843272838074
"illinois,iroquois"	"Democrat"	4643	3.58742368399345e-05
"illinois,jackson"	"Democrat"	15248	0.000117813991672479
"illinois,jasper"	"Democrat"	2063	1.5939812750546e-05
"illinois,jefferson"	"Democrat"	7462	5.76552994399292e-05
"illinois,jersey"	"Democrat"	5042	3.89571187049214e-05
"illinois,jo daviess"	"Democrat"	6403	4.9472913738122e-05
"illinois,johnson"	"Democrat"	1871	1.44563207252891e-05
"illinois,kane"	"Democrat"	106756	0.000824852472126653
"illinois,kankakee"	"Democrat"	24750	0.000191231393880762
"illinois,kendall"	"Democrat"	24742	0.000191169581713043
"illinois,knox"	"Democrat"	14191	0.000109647059012602
"illinois,la salle"	"Democrat"	27443	0.000212038914839182
"illinois,lake"	"Democrat"	177242	0.00136946402885713
"illinois,lawrence"	"Democrat"	3016	2.33031872300759e-05
"illinois,lee"	"Democrat"	7765	5.99964352922876e-05
"illinois,livingston"	"Democrat"	6189	4.78194382516379e-05
"illinois,logan"	"Democrat"	5250	4.05642350656162e-05
"illinois,macon"	"Democrat"	25487	0.000196925839831878
"illinois,macoupin"	"Democrat"	12090	9.34136384653906e-05
"illinois,madison"	"Democrat"	68979	0.000532967689636408
"illinois,marion"	"Democrat"	8345	6.44778174519176e-05
"illinois,marshall"	"Democrat"	3081	2.38054110927931e-05
"illinois,mason"	"Democrat"	3542	2.73673372576024e-05
"illinois,massac"	"Democrat"	2693	2.08075209584199e-05
"illinois,mcdonough"	"Democrat"	6783	5.24089917047762e-05
"illinois,mchenry"	"Democrat"	72288	0.000558534747509194
"illinois,mclean"	"Democrat"	37689	0.000291204848645335
"illinois,menard"	"Democrat"	2706	2.09079657309633e-05
"illinois,mercer"	"Democrat"	4887	3.77595079553651e-05
"illinois,monroe"	"Democrat"	7953	6.14490212336849e-05
